,State,County,City,Hospital,Location,Patient Rating,Completed Surveys,Survey Response Rate (%),Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
1668,TN,WARREN,MC MINNVILLE,SAINT THOMAS RIVER PARK HOSPITAL,"1559 SPARTA STREET
MC MINNVILLE, TN
(35.698694, -85.742339)",3,492,34,526,40516,1298.25,1034.87,0.02
1669,TN,WHITE,SPARTA,SAINT THOMAS HIGHLANDS HOSPITAL,"401 SEWELL DR
SPARTA, TN
(35.94812, -85.477074)",3,112,26,377,26653,1414.47,1015.65,0.01
1670,TN,WILSON,LEBANON,TENNOVA HEALTHCARE-LEBANON,"1411 BADDOUR PARKWAY
LEBANON, TN
(36.219173, -86.328318)",2,631,29,1088,132781,819.39,768.05,0.04
1671,TN,BRADLEY,CLEVELAND,TENNOVA HEALTHCARE-CLEVELAND,"2305 CHAMBLISS AVE NW
CLEVELAND, TN
(35.176743, -84.868591)",3,613,31,1012,104490,968.51,819.35,0.04
1672,TN,CARROLL,MC KENZIE,MCKENZIE REGIONAL HOSPITAL,"161 HOSPITAL DRIVE
MC KENZIE, TN
(36.137591, -88.490741)",3,234,33,411,28092,1463.05,1039.47,0.01
1673,KY,SIMPSON,FRANKLIN,THE MEDICAL CENTER AT FRANKLIN,"1100 BROOKHAVEN ROAD
FRANKLIN, KY
(36.699997, -86.575563)",3,161,22,231,18083,1277.44,1080.86,0.01
1674,TN,OVERTON,LIVINGSTON,LIVINGSTON REGIONAL HOSPITAL,"315 OAK ST BOX 550
LIVINGSTON, TN
(36.384695, -85.328097)",4,390,37,310,22051,1405.83,1043.65,0.01
1675,TN,RHEA,DAYTON,RHEA MEDICAL CENTER,"9400 RHEA COUNTY HIGHWAY
DAYTON, TN
(35.530374, -84.982334)",3,219,30,416,32442,1282.29,1037.55,0.02
1676,TX,EL PASO,EL PASO,THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS,"2001 N OREGON ST
EL PASO, TX
(31.771161, -106.499345)",3,756,24,5218,837918,622.73,645.6,0.19
1677,TX,EL PASO,EL PASO,UNIVERSITY MEDICAL CENTER OF EL PASO,"4815 ALAMEDA AVE
EL PASO, TX
(31.770743, -106.434456)",3,1963,20,5218,837918,622.73,645.6,0.19
1678,TX,EL PASO,EL PASO,LAS PALMAS MEDICAL CENTER,"1801 NORTH OREGON STREET
EL PASO, TX
(31.770483, -106.498753)",3,2344,23,5218,837918,622.73,645.6,0.19
1679,TX,EL PASO,EL PASO,SIERRA MEDICAL CENTER,"1625 MEDICAL CENTER DR
EL PASO, TX
(31.77867, -106.47965)",2,695,29,5218,837918,622.73,645.6,0.19
1680,TX,EL PASO,EL PASO,EL PASO SPECIALTY HOSPITAL,"1755 CURIE SUITE A
EL PASO, TX
(31.780945, -106.477031)",4,382,46,5218,837918,622.73,645.6,0.19
1681,TX,EL PASO,EL PASO,FOUNDATION SURGICAL HOSPITAL OF EL PASO,"1416 GEORGE DIETER
EL PASO, TX
(31.734985, -106.301578)",4,271,44,5218,837918,622.73,645.6,0.19
1682,TX,EL PASO,EL PASO,SIERRA PROVIDENCE EAST MEDICAL CENTER,"3280 JOE BATTLE BLVD
EL PASO, TX
(31.790435, -106.267644)",3,616,23,5218,837918,622.73,645.6,0.19
1683,TN,MACON,LAFAYETTE,MACON COUNTY GENERAL HOSPITAL,"204 MEDICAL DRIVE
LAFAYETTE, TN
(36.5197, -86.025362)",4,105,24,257,23450,1095.95,952.43,0.01
1684,WI,BARRON,CUMBERLAND,CUMBERLAND MEMORIAL HOSPITAL,"1110 7TH AVENUE
CUMBERLAND, WI
(45.530939, -92.029592)",5,109,32,507,45412,1116.44,741.42,0.02
1685,WI,BARRON,RICE LAKE,LAKEVIEW MEDICAL CENTER,"1700 WEST STOUT STREET
RICE LAKE, WI
(45.508042, -91.759027)",4,419,32,507,45412,1116.44,741.42,0.02
1686,WI,BARRON,BARRON,MAYO CLINIC HEALTH SYSTEM-NORTHLAND,"1222 E WOODLAND AVE
BARRON, WI
(45.398369, -91.840668)",4,208,32,507,45412,1116.44,741.42,0.02
1687,TN,SMITH,CARTHAGE,RIVERVIEW REGIONAL MEDICAL CENTER,"158 HOSPITAL DRIVE
CARTHAGE, TN
(36.263607, -85.948556)",4,214,39,210,19447,1079.86,995.12,0.01
1688,TX,HARRIS,HOUSTON,ST JOSEPH MEDICAL CENTER,"1401 ST. JOSEPH PARKWAY
HOUSTON, TX
(29.747898, -95.36639)",2,1469,29,25997,4589928,566.39,703.56,0.95
1689,TX,HARRIS,HOUSTON,MEMORIAL HERMANN TEXAS MEDICAL CENTER,"6411 FANNIN
HOUSTON, TX
(29.713684, -95.397627)",3,837,15,25997,4589928,566.39,703.56,0.95
1690,TX,HARRIS,PASADENA,BAYSHORE MEDICAL CENTER,"4000 SPENCER HWY
PASADENA, TX
(29.665163, -95.183799)",2,1951,22,25997,4589928,566.39,703.56,0.95
1691,TX,HARRIS,HOUSTON,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,"6720 BERTNER
HOUSTON, TX
(29.707116, -95.39918)",3,2742,25,25997,4589928,566.39,703.56,0.95
1692,TX,HARRIS,HOUSTON,MEMORIAL HERMANN HOSPITAL SYSTEM,"1635 NORTH LOOP WEST
HOUSTON, TX
(29.812266, -95.430899)",3,1285,15,25997,4589928,566.39,703.56,0.95
1693,TX,HARRIS,HOUSTON,TOPS SURGICAL SPECIALTY HOSPITAL,"17080 RED OAK DRIVE
HOUSTON, TX
(30.018542, -95.444846)",5,311,46,25997,4589928,566.39,703.56,0.95
1694,TX,HARRIS,HOUSTON,HARRIS HEALTH SYSTEM,"2525 HOLLY HALL
HOUSTON, TX
(29.685422, -95.387094)",3,516,11,25997,4589928,566.39,703.56,0.95
1695,TX,HARRIS,HOUSTON,HOUSTON METHODIST HOSPITAL,"6565 FANNIN
HOUSTON, TX
(29.710567, -95.400118)",3,4602,21,25997,4589928,566.39,703.56,0.95
1696,TX,HARRIS,BAYTOWN,HOUSTON METHODIST SAN JACINTO HOSPITAL,"4401 GARTH ROAD
BAYTOWN, TX
(29.76871, -94.977548)",3,996,13,25997,4589928,566.39,703.56,0.95
1697,TX,HARRIS,HOUSTON,PARK PLAZA HOSPITAL,"1313 HERMANN DR
HOUSTON, TX
(29.722375, -95.388045)",3,528,25,25997,4589928,566.39,703.56,0.95
1698,TX,HARRIS,HOUSTON,HOUSTON NORTHWEST MEDICAL CENTER,"710 CYPRESS CREEK PARKWAY
HOUSTON, TX
(30.018099, -95.439796)",2,873,27,25997,4589928,566.39,703.56,0.95
1699,TX,HARRIS,HOUSTON,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,"921 GESSNER
HOUSTON, TX
(29.781023, -95.544422)",4,627,19,25997,4589928,566.39,703.56,0.95
1700,TX,HARRIS,WEBSTER,CLEAR LAKE REGIONAL MEDICAL CENTER,"500 MEDICAL CENTER BLVD
WEBSTER, TX
(29.541062, -95.126274)",3,3716,18,25997,4589928,566.39,703.56,0.95
1701,TX,HARRIS,HOUSTON,WEST HOUSTON MEDICAL CENTER,"12141 RICHMOND AVE
HOUSTON, TX
(29.730314, -95.59475)",3,1248,22,25997,4589928,566.39,703.56,0.95
1702,TX,HARRIS,TOMBALL,TOMBALL REGIONAL MEDICAL CENTER,"605 HOLDERRIETH
TOMBALL, TX
(30.088703, -95.623985)",3,1377,22,25997,4589928,566.39,703.56,0.95
1703,TX,HARRIS,NASSAU BAY,HOUSTON METHODIST ST JOHN HOSPITAL,"18300 ST JOHN DRIVE
NASSAU BAY, TX
(29.549771, -95.085203)",3,832,22,25997,4589928,566.39,703.56,0.95
1704,TX,HARRIS,HUMBLE,MEMORIAL HERMANN NORTHEAST,"18951 MEMORIAL NORTH
HUMBLE, TX
(29.994565, -95.275482)",3,677,13,25997,4589928,566.39,703.56,0.95
1705,TX,HARRIS,HOUSTON,"WOMANS HOSPITAL OF TEXAS,THE","7600 FANNIN
HOUSTON, TX
(29.692977, -95.40109)",3,1134,20,25997,4589928,566.39,703.56,0.95
1706,TX,HARRIS,HOUSTON,CYPRESS FAIRBANKS MEDICAL CENTER,"10655 STEEPLETOP DRIVE
HOUSTON, TX
(29.927032, -95.588567)",2,885,24,25997,4589928,566.39,703.56,0.95
1707,TX,HARRIS,KINGWOOD,KINGWOOD MEDICAL CENTER,"22999 US HWY 59
KINGWOOD, TX
(30.050289, -95.252945)",3,1179,20,25997,4589928,566.39,703.56,0.95
1708,TX,HARRIS,HOUSTON,HOUSTON METHODIST WILLOWBROOK HOSPITAL,"18220 TOMBALL PARKWAY
HOUSTON, TX
(29.964059, -95.550789)",4,2055,16,25997,4589928,566.39,703.56,0.95
1709,TX,HARRIS,HOUSTON,TEXAS ORTHOPEDIC HOSPITAL,"7401 SOUTH MAIN STREET
HOUSTON, TX
(29.700315, -95.409675)",5,736,32,25997,4589928,566.39,703.56,0.95
1710,TX,HARRIS,KATY,MEMORIAL HERMANN KATY HOSPITAL,"23900 KATY FREEWAY
KATY, TX
(29.785918, -95.785657)",4,724,17,25997,4589928,566.39,703.56,0.95
1711,TX,HARRIS,WEBSTER,HOUSTON PHYSICIANS' HOSPITAL,"333 N TEXAS AVENUE
WEBSTER, TX
(29.534902, -95.125785)",5,229,46,25997,4589928,566.39,703.56,0.95
1712,TX,HARRIS,PASADENA,ST LUKE'S PATIENTS MEDICAL CENTER,"4600 EAST SAM HOUSTON PARKWAY SOUTH
PASADENA, TX
(29.640261, -95.160714)",3,438,23,25997,4589928,566.39,703.56,0.95
1713,TX,HARRIS,CYPRESS,NORTH CYPRESS MEDICAL CENTER,"21214 NORTHWEST FREEWAY
CYPRESS, TX
(29.924863, -95.632574)",3,599,20,25997,4589928,566.39,703.56,0.95
1714,TX,HARRIS,HOUSTON,ST LUKE'S HOSPITAL AT THE VINTAGE,"20171 CHASEWOOD PARK DRIVE
HOUSTON, TX
(29.989489, -95.570248)",3,557,20,25997,4589928,566.39,703.56,0.95
1715,TX,HARRIS,WEBSTER,"BAY AREA REGIONAL MEDICAL CENTER, LLC","200 BLOSSOM STREET
WEBSTER, TX
(29.544284, -95.125099)",3,417,25,25997,4589928,566.39,703.56,0.95
1716,TX,HARRIS,HOUSTON,HOUSTON METHODIST WEST HOSPITAL,"18500 KATY FREEWAY
HOUSTON, TX
(29.785531, -95.69724)",3,1267,16,25997,4589928,566.39,703.56,0.95
1717,TX,GALVESTON,GALVESTON,UNIVERSITY OF TEXAS MEDICAL BRANCH,"301 UNIVERSITY BOULEVARD
GALVESTON, TX
(29.311443, -94.776261)",4,1194,15,2776,329431,842.67,812.37,0.1
1718,TX,CAMERON,BROWNSVILLE,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,"1040 W JEFFERSON ST
BROWNSVILLE, TX
(25.917931, -97.511998)",3,893,30,2728,422135,646.24,642.59,0.1
1719,TX,CAMERON,HARLINGEN,VHS HARLINGEN HOSPITAL COMPANY LLC,"2101 PEASE ST
HARLINGEN, TX
(26.173414, -97.670666)",3,907,28,2728,422135,646.24,642.59,0.1
1720,TX,CAMERON,BROWNSVILLE,VALLEY REGIONAL MEDICAL CENTER,"100 A ALTON GLOOR
BROWNSVILLE, TX
",2,1150,23,2728,422135,646.24,642.59,0.1
1721,TX,CAMERON,HARLINGEN,HARLINGEN MEDICAL CENTER,"5501 SOUTH EXPRESSWAY 77
HARLINGEN, TX
(26.157323, -97.676968)",3,381,26,2728,422135,646.24,642.59,0.1
1722,TX,WEBB,LAREDO,LAREDO MEDICAL CENTER,"1700 EAST SAUNDERS
LAREDO, TX
(27.5306, -99.478571)",2,1091,20,1397,271193,515.13,680.59,0.05
1723,TX,WEBB,LAREDO,DOCTORS HOSPITAL OF LAREDO,"10700 MCPHERSON ROAD
LAREDO, TX
(27.60709, -99.476281)",3,609,14,1397,271193,515.13,680.59,0.05
1724,TX,KERR,KERRVILLE,PETERSON REGIONAL MEDICAL CENTER,"551 HILL COUNTRY DRIVE
KERRVILLE, TX
(30.044944, -99.151857)",4,775,30,724,51504,1405.72,751.49,0.03
1725,TX,DALLAS,DALLAS,BAYLOR UNIVERSITY MEDICAL CENTER,"3500 GASTON AVE
DALLAS, TX
(32.790567, -96.78081)",3,2797,19,16048,2574984,623.23,740.85,0.58
1726,TX,DALLAS,DALLAS,PARKLAND HEALTH AND HOSPITAL SYSTEM,"5200 HARRY HINES BLVD
DALLAS, TX
(32.811798, -96.836981)",3,2883,8,16048,2574984,623.23,740.85,0.58
1727,TX,DALLAS,DALLAS,UT SOUTHWESTERN UNIVERSITY HOSPITAL,"6201 HARRY HINES BLVD
DALLAS, TX
(32.819632, -96.846968)",4,1686,20,16048,2574984,623.23,740.85,0.58
1728,TX,DALLAS,IRVING,BAYLOR MEDICAL CENTER AT IRVING,"1901 N MACARTHUR BLVD
IRVING, TX
(32.835496, -96.959227)",4,894,14,16048,2574984,623.23,740.85,0.58
1729,TX,DALLAS,DALLAS,METHODIST DALLAS MEDICAL CENTER,"1441 NORTH BECKLEY AVENUE
DALLAS, TX
(32.761639, -96.823006)",3,416,12,16048,2574984,623.23,740.85,0.58
1730,TX,DALLAS,GARLAND,BAYLOR SCOTT & WHITE MEDICAL CENTER GARLAND,"2300 MARIE CURIE DRIVE
GARLAND, TX
(32.918596, -96.661874)",3,738,17,16048,2574984,623.23,740.85,0.58
1731,TX,DALLAS,DALLAS,DALLAS MEDICAL CENTER,"7 MEDICAL PARKWAY
DALLAS, TX
(32.914335, -96.873098)",2,332,23,16048,2574984,623.23,740.85,0.58
1732,TX,DALLAS,ROWLETT,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,"6800 SCENIC DR
ROWLETT, TX
(32.918351, -96.509536)",2,542,21,16048,2574984,623.23,740.85,0.58
1733,TX,DALLAS,DALLAS,BAYLOR MEDICAL CENTER AT UPTOWN,"2727 EAST LEMMON AVENUE BUILDING I
DALLAS, TX
(32.80453, -96.794757)",5,433,41,16048,2574984,623.23,740.85,0.58
1734,TX,DALLAS,DALLAS,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,"8200 WALNUT HILL LANE
DALLAS, TX
(32.883139, -96.763574)",3,2195,20,16048,2574984,623.23,740.85,0.58
1735,TX,DALLAS,RICHARDSON,METHODIST RICHARDSON MEDICAL CENTER,"2831 E PRESIDENT GEORGE BUSH HIGHWAY
RICHARDSON, TX
(32.996143, -96.669176)",3,530,19,16048,2574984,623.23,740.85,0.58
1736,TX,DALLAS,DALLAS,MEDICAL CITY DALLAS,"7777 FOREST LANE
DALLAS, TX
(32.909447, -96.772089)",3,3384,21,16048,2574984,623.23,740.85,0.58
1737,TX,DALLAS,MESQUITE,DALLAS REGIONAL MEDICAL CENTER,"1011 NORTH GALLOWAY AVENUE
MESQUITE, TX
(32.777575, -96.59972)",2,498,20,16048,2574984,623.23,740.85,0.58
1738,TX,DALLAS,DALLAS,BAYLOR SCOTT AND WHITE MEDICAL CENTER WHITE ROCK,"9440 POPPY DR
DALLAS, TX
(32.835521, -96.705001)",3,848,25,16048,2574984,623.23,740.85,0.58
1739,TX,DALLAS,DALLAS,UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,"5151 HARRY HINES BLVD
DALLAS, TX
(32.810672, -96.835872)",4,622,30,16048,2574984,623.23,740.85,0.58
1740,TX,DALLAS,DALLAS,METHODIST CHARLTON MEDICAL CENTER,"3500 W WHEATLAND ROAD
DALLAS, TX
(32.647444, -96.876265)",3,390,11,16048,2574984,623.23,740.85,0.58
1741,TX,DALLAS,IRVING,MEDICAL CITY LAS COLINAS,"6800 N MACARTHUR BLVD
IRVING, TX
(32.902047, -96.958679)",4,953,23,16048,2574984,623.23,740.85,0.58
1742,TX,DALLAS,DALLAS,BAYLOR HEART AND VASCULAR HOSPITAL,"621 NORTH HALL STREET
DALLAS, TX
(32.788288, -96.780663)",5,696,33,16048,2574984,623.23,740.85,0.58
1743,TX,DALLAS,IRVING,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,"400 WEST INTERSTATE 635 SUITE 101
IRVING, TX
(32.912317, -96.951522)",4,286,35,16048,2574984,623.23,740.85,0.58
1744,TX,DALLAS,DALLAS,PINE CREEK MEDICAL CENTER LLP,"9032 HARRY HINES BLVD
DALLAS, TX
(32.840161, -96.868835)",4,268,35,16048,2574984,623.23,740.85,0.58
1745,TX,DALLAS,DALLAS,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,"7115 GREENVILLE AVENUE SUITE 100
DALLAS, TX
(32.876377, -96.761726)",5,165,42,16048,2574984,623.23,740.85,0.58
1746,TX,DALLAS,DALLAS,NORTH CENTRAL SURGICAL CENTER LLP,"9301 NORTH CENTRAL EXPRESSWAY SUITE 100
DALLAS, TX
(32.875179, -96.770611)",5,571,43,16048,2574984,623.23,740.85,0.58
1747,TX,DALLAS,SUNNYVALE,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,"231 SOUTH COLLINS ROAD
SUNNYVALE, TX
(32.77834, -96.567178)",2,469,29,16048,2574984,623.23,740.85,0.58
1748,TX,DALLAS,ADDISON,METHODIST HOSPITAL FOR SURGERY,"17101 DALLAS PARKWAY
ADDISON, TX
(32.985131, -96.828818)",4,831,35,16048,2574984,623.23,740.85,0.58
1749,TX,DALLAS,CARROLLTON,FIRST TEXAS HOSPITAL CARRROLLTON LLC,"1401 E TRINITY MILLS ROAD
CARROLLTON, TX
(32.985001, -96.898221)",3,110,15,16048,2574984,623.23,740.85,0.58
1750,TX,GREGG,LONGVIEW,CHRISTUS GOOD SHEPHERD MEDICAL CENTER- LONGVIEW,"700 EAST MARSHALL AVENUE
LONGVIEW, TX
(32.501448, -94.731471)",3,1425,20,1250,123745,1010.14,880.83,0.05
1751,TX,GREGG,LONGVIEW,LONGVIEW REGIONAL MEDICAL CENTER,"2901 N FOURTH ST
LONGVIEW, TX
(32.532039, -94.728825)",4,596,29,1250,123745,1010.14,880.83,0.05
1752,TX,WICHITA,WICHITA FALLS,UNITED REGIONAL HEALTH CARE SYSTEM,"1600 11TH STREET
WICHITA FALLS, TX
(33.902312, -98.501482)",4,364,19,1363,131838,1033.84,917.29,0.05
1753,TX,WICHITA,WICHITA FALLS,KELL WEST REGIONAL HOSPITAL,"5402 KELL WEST BOULEVARD
WICHITA FALLS, TX
(33.872379, -98.578537)",4,335,41,1363,131838,1033.84,917.29,0.05
1754,TX,MCLENNAN,WACO,PROVIDENCE HEALTH CENTER,"6901 MEDICAL PARKWAY
WACO, TX
(31.513243, -97.198431)",4,2750,34,2033,247934,819.98,747.47,0.07
1755,TX,MCLENNAN,WACO,BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,"100 HILLCREST MEDICAL BLVD
WACO, TX
(31.489212, -97.156804)",4,1705,19,2033,247934,819.98,747.47,0.07
1756,TX,JEFFERSON,BEAUMONT,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,"2830 CALDER AVENUE
BEAUMONT, TX
(30.085583, -94.131702)",3,646,20,2549,254679,1000.87,909.17,0.09
1757,TX,JEFFERSON,BEAUMONT,BAPTIST BEAUMONT HOSPITAL,"3080 COLLEGE STREET
BEAUMONT, TX
(30.068473, -94.120255)",3,1487,24,2549,254679,1000.87,909.17,0.09
1758,TX,JEFFERSON,PORT ARTHUR,THE MEDICAL CENTER OF SOUTHEAST TEXAS,"2555 JIMMY JOHNSON BLVD
PORT ARTHUR, TX
(29.934952, -93.985007)",2,753,23,2549,254679,1000.87,909.17,0.09
1759,TX,VICTORIA,VICTORIA,CITIZENS MEDICAL CENTER,"2701 HOSPITAL DRIVE
VICTORIA, TX
(28.813157, -96.976759)",3,511,21,829,92467,896.54,784.84,0.03
1760,TX,VICTORIA,VICTORIA,DETAR HEALTHCARE SYSTEM,"506 E SAN ANTONIO ST
VICTORIA, TX
(28.807549, -97.00021)",3,600,24,829,92467,896.54,784.84,0.03
1761,TX,BRAZORIA,LAKE JACKSON,BRAZOSPORT REGIONAL HEALTH SYSTEM,"100 MEDICAL DRIVE
LAKE JACKSON, TX
(29.03057, -95.451623)",3,479,18,2388,354195,674.2,759.85,0.09
1762,TX,BRAZORIA,PEARLAND,PEARLAND MEDICAL CENTER,"11100 SHADOW CREEK PARKWAY
PEARLAND, TX
(29.579994, -95.391911)",4,304,20,2388,354195,674.2,759.85,0.09
1763,TX,TRAVIS,AUSTIN,SETON MEDICAL CENTER AUSTIN,"1201 W 38TH ST
AUSTIN, TX
(30.306154, -97.745218)",3,2446,33,5474,1199323,456.42,610.71,0.2
1764,TX,TRAVIS,AUSTIN,DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,"601 E 15TH STREET
AUSTIN, TX
(30.275055, -97.732977)",3,1211,30,5474,1199323,456.42,610.71,0.2
1765,TX,TRAVIS,AUSTIN,ST DAVID'S MEDICAL CENTER,"919 E 32ND ST
AUSTIN, TX
(30.290447, -97.72587)",4,2924,27,5474,1199323,456.42,610.71,0.2
1766,TX,TRAVIS,AUSTIN,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,"901 WEST BEN WHITE BLVD
AUSTIN, TX
(30.227308, -97.773944)",4,1353,22,5474,1199323,456.42,610.71,0.2
1767,TX,TRAVIS,AUSTIN,NORTH AUSTIN MEDICAL CENTER,"12221 MOPAC EXPRESSWAY NORTH
AUSTIN, TX
(30.412144, -97.708113)",4,1161,22,5474,1199323,456.42,610.71,0.2
1768,TX,TRAVIS,AUSTIN,NORTHWEST HILLS SURGICAL HOSPITAL,"6818 AUSTIN CTR BLVD SUITE 100
AUSTIN, TX
(30.350316, -97.751026)",4,115,31,5474,1199323,456.42,610.71,0.2
1769,TX,TRAVIS,AUSTIN,SETON SOUTHWEST HOSPITAL,"7900 FM 1826
AUSTIN, TX
(30.22696, -97.88951)",4,141,31,5474,1199323,456.42,610.71,0.2
1770,TX,TRAVIS,AUSTIN,ARISE AUSTIN MEDICAL CENTER,"3003 BEE CAVES ROAD
AUSTIN, TX
(30.271664, -97.795469)",4,244,32,5474,1199323,456.42,610.71,0.2
1771,TX,TRAVIS,AUSTIN,SETON NORTHWEST HOSPITAL,"11113 RESEARCH BOULEVARD
AUSTIN, TX
(30.40482, -97.74501)",4,832,31,5474,1199323,456.42,610.71,0.2
1772,TX,TRAVIS,AUSTIN,THE HOSPITAL AT WESTLAKE MEDICAL CENTER,"5656 BEE CAVES ROAD, SUITE M-302
AUSTIN, TX
(30.294735, -97.824938)",4,266,36,5474,1199323,456.42,610.71,0.2
1773,TX,NUECES,CORPUS CHRISTI,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,"600 ELIZABETH STREET
CORPUS CHRISTI, TX
(27.777489, -97.395121)",2,758,15,2914,361350,806.42,760.16,0.11
1774,TX,NUECES,CORPUS CHRISTI,"CORPUS CHRISTI MEDICAL CENTER,THE","6629 WOODRIDGE ROAD
CORPUS CHRISTI, TX
(27.681644, -97.359284)",3,2707,22,2914,361350,806.42,760.16,0.11
1775,TX,NUECES,CORPUS CHRISTI,SOUTH TEXAS SURGICAL HOSPITAL,"6130 PARKWAY DRIVE
CORPUS CHRISTI, TX
(27.686928, -97.375437)",5,252,37,2914,361350,806.42,760.16,0.11
1776,TX,SMITH,TYLER,EAST TEXAS MEDICAL CENTER,"1000 SOUTH BECKHAM STREET
TYLER, TX
(32.338102, -95.291862)",3,2665,22,2033,225290,902.39,753.37,0.07
1777,TX,SMITH,TYLER,CHRISTUS MOTHER FRANCES HOSPITAL,"800 EAST DAWSON
TYLER, TX
(32.3417, -95.290915)",4,2178,24,2033,225290,902.39,753.37,0.07
1778,TX,SMITH,TYLER,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,"11937 US HIGHWAY 271
TYLER, TX
(32.42369, -95.209291)",4,206,23,2033,225290,902.39,753.37,0.07
1779,TX,SMITH,TYLER,BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,"1814 ROSELAND BOULEVARD
TYLER, TX
(32.329248, -95.299467)",5,657,48,2033,225290,902.39,753.37,0.07
1780,TX,COOKE,GAINESVILLE,NORTH TEXAS MEDICAL CENTER,"1900 HOSPITAL BLVD
GAINESVILLE, TX
(33.645356, -97.161976)",4,114,14,408,39266,1039.07,806.23,0.01
1781,TX,TITUS,MOUNT PLEASANT,TITUS REGIONAL MEDICAL CENTER,"2001 N JEFFERSON
MOUNT PLEASANT, TX
(33.175402, -94.970433)",3,415,15,275,32592,843.77,814.97,0.01
1782,TX,NOLAN,SWEETWATER,ROLLING PLAINS MEMORIAL HOSPITAL,"200 E ARIZONA
SWEETWATER, TX
(32.453882, -100.398314)",4,120,18,175,14993,1167.21,901.13,0.01
1783,TX,ECTOR,ODESSA,MEDICAL CENTER HOSPITAL,"500 W 4TH STREET
ODESSA, TX
(31.844399, -102.37491)",2,1096,13,1170,157462,743.04,907.65,0.04
1784,TX,ECTOR,ODESSA,ODESSA REGIONAL MEDICAL CENTER,"520 E 6TH STREET
ODESSA, TX
(31.851458, -102.366027)",3,849,21,1170,157462,743.04,907.65,0.04
1785,TX,MAVERICK,EAGLE PASS,FORT DUNCAN MEDICAL CENTER,"3333 N FOSTER MALDONADO BLVD
EAGLE PASS, TX
(28.711418, -100.454105)",3,415,17,403,57685,698.62,771.81,0.01
1786,TX,MIDLAND,MIDLAND,MIDLAND MEMORIAL HOSPITAL,"400 ROSALIND REDFERN GROVER PARKWAY
MIDLAND, TX
(31.997494, -102.099976)",3,336,14,1096,162565,674.19,761.14,0.04
1787,TX,WILSON,FLORESVILLE,CONNALLY MEMORIAL MEDICAL CENTER,"499 10TH STREET
FLORESVILLE, TX
(29.159429, -98.173205)",4,133,26,354,48480,730.2,618.46,0.01
1788,TX,BEE,BEEVILLE,CHRISTUS SPOHN HOSPITAL BEEVILLE,"1500 E HOUSTON HWY
BEEVILLE, TX
(28.408353, -97.731925)",3,148,11,249,32750,760.31,808.46,0.01
1789,TX,ANDREWS,ANDREWS,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,"720 HOSPITAL DRIVE
ANDREWS, TX
(32.337424, -102.546866)",4,139,19,109,17760,613.74,726.28,0.0
1790,TX,GUADALUPE,SEGUIN,GUADALUPE REGIONAL MEDICAL CENTER,"1215 E COURT ST
SEGUIN, TX
(29.569043, -97.948334)",4,291,20,1096,155265,705.89,695.74,0.04
1791,TX,KLEBERG,KINGSVILLE,CHRISTUS SPOHN HOSPITAL KLEBERG,"1311 EAST GENERAL CAVAZOS BLVD
KINGSVILLE, TX
(27.491416, -97.849831)",2,306,13,276,31690,870.94,879.69,0.01
1792,TX,CHEROKEE,JACKSONVILLE,EAST TEXAS MEDICAL CENTER JACKSONVILLE,"501 S RAGSDALE
JACKSONVILLE, TX
(31.961418, -95.270547)",4,167,16,553,51668,1070.29,896.63,0.02
1793,TX,JOHNSON,CLEBURNE,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,"201 WALLS DRIVE
CLEBURNE, TX
(32.330845, -97.439189)",4,467,19,1418,163274,868.48,873.65,0.05
1794,TX,JOHNSON,BURLESON,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,"11801 SOUTH FREEWAY
BURLESON, TX
(32.585454, -97.319102)",3,1259,17,1418,163274,868.48,873.65,0.05
1795,TX,VAL VERDE,DEL RIO,VAL VERDE REGIONAL MEDICAL CENTER,"801 BEDELL AVE
DEL RIO, TX
(29.374425, -100.893034)",3,359,23,361,48881,738.53,688.55,0.01
1796,ME,AROOSTOOK,PRESQUE ISLE,AROOSTOOK MEDICAL CENTER,"PO BOX 151
PRESQUE ISLE, ME
",4,399,27,886,67959,1303.73,817.37,0.03
